index,start_sec,end_sec,tier,label,video_path,eaf_path
103,933.479,934.064,right_hand-mode,drawing,videos_to_label/103.mp4,annotations/103.eaf
104,935.383,937.340,right_hand-mode,acting,videos_to_label/104.mp4,annotations/104.eaf
105,937.468,938.309,right_hand-mode,indexing,videos_to_label/105.mp4,annotations/105.eaf
106,939.660,940.862,right_hand-mode,drawing,videos_to_label/106.mp4,annotations/106.eaf
107,943.638,944.734,right_hand-mode,other,videos_to_label/107.mp4,annotations/107.eaf
108,945.340,947.649,right_hand-mode,indexing,videos_to_label/108.mp4,annotations/108.eaf
109,947.915,948.766,right_hand-mode,drawing,videos_to_label/109.mp4,annotations/109.eaf
110,948.915,949.692,right_hand-mode,indexing,videos_to_label/110.mp4,annotations/110.eaf
111,949.840,953.883,right_hand-mode,indexing,videos_to_label/111.mp4,annotations/111.eaf
112,954.234,955.075,right_hand-mode,emblematic,videos_to_label/112.mp4,annotations/112.eaf
113,966.532,968.011,right_hand-mode,indexing,videos_to_label/113.mp4,annotations/113.eaf
114,969.787,971.543,right_hand-mode,acting,videos_to_label/114.mp4,annotations/114.eaf
115,971.660,972.245,right_hand-mode,indexing,videos_to_label/115.mp4,annotations/115.eaf
116,972.245,973.457,right_hand-mode,emblematic,videos_to_label/116.mp4,annotations/116.eaf
117,974.106,975.000,right_hand-mode,representing,videos_to_label/117.mp4,annotations/117.eaf
118,975.904,977.011,right_hand-mode,indexing,videos_to_label/118.mp4,annotations/118.eaf
119,978.489,980.436,right_hand-mode,drawing,videos_to_label/119.mp4,annotations/119.eaf
120,982.447,985.117,right_hand-mode,drawing,videos_to_label/120.mp4,annotations/120.eaf
121,986.106,987.489,right_hand-mode,drawing,videos_to_label/121.mp4,annotations/121.eaf
122,989.745,990.702,right_hand-mode,indexing,videos_to_label/122.mp4,annotations/122.eaf
123,991.138,991.777,right_hand-mode,indexing,videos_to_label/123.mp4,annotations/123.eaf
124,992.330,993.479,right_hand-mode,indexing,videos_to_label/124.mp4,annotations/124.eaf
125,993.798,994.936,right_hand-mode,indexing,videos_to_label/125.mp4,annotations/125.eaf
126,998.394,999.755,right_hand-mode,acting,videos_to_label/126.mp4,annotations/126.eaf
127,1002.457,1003.617,right_hand-mode,drawing,videos_to_label/127.mp4,annotations/127.eaf
128,1004.064,1004.468,right_hand-mode,indexing,videos_to_label/128.mp4,annotations/128.eaf
129,1006.564,1011.723,right_hand-mode,indexing,videos_to_label/129.mp4,annotations/129.eaf
130,1014.043,1014.968,right_hand-mode,beat,videos_to_label/130.mp4,annotations/130.eaf
131,1036.894,1037.787,right_hand-mode,indexing,videos_to_label/131.mp4,annotations/131.eaf
132,1039.926,1040.692,right_hand-mode,drawing,videos_to_label/132.mp4,annotations/132.eaf
133,1040.766,1041.713,right_hand-mode,indexing,videos_to_label/133.mp4,annotations/133.eaf
134,1042.404,1044.181,right_hand-mode,acting,videos_to_label/134.mp4,annotations/134.eaf
135,1080.468,1083.341,right_hand-mode,acting,videos_to_label/135.mp4,annotations/135.eaf
136,1091.585,1092.106,right_hand-mode,indexing,videos_to_label/136.mp4,annotations/136.eaf
137,1092.362,1093.213,right_hand-mode,indexing,videos_to_label/137.mp4,annotations/137.eaf
138,1093.841,1096.149,right_hand-mode,indexing,videos_to_label/138.mp4,annotations/138.eaf
139,1097.575,1098.628,right_hand-mode,beat,videos_to_label/139.mp4,annotations/139.eaf
140,1099.511,1100.979,right_hand-mode,acting,videos_to_label/140.mp4,annotations/140.eaf
141,1101.213,1102.319,right_hand-mode,drawing,videos_to_label/141.mp4,annotations/141.eaf
142,1103.926,1104.489,right_hand-mode,drawing,videos_to_label/142.mp4,annotations/142.eaf
143,1105.404,1106.670,right_hand-mode,molding,videos_to_label/143.mp4,annotations/143.eaf
144,1106.766,1107.404,right_hand-mode,drawing,videos_to_label/144.mp4,annotations/144.eaf
145,1120.245,1120.809,right_hand-mode,acting,videos_to_label/145.mp4,annotations/145.eaf
146,1121.085,1123.053,right_hand-mode,drawing,videos_to_label/146.mp4,annotations/146.eaf
147,1128.798,1129.511,right_hand-mode,indexing,videos_to_label/147.mp4,annotations/147.eaf
148,1129.596,1130.755,right_hand-mode,beat,videos_to_label/148.mp4,annotations/148.eaf
149,1132.575,1133.851,right_hand-mode,indexing,videos_to_label/149.mp4,annotations/149.eaf
150,1134.138,1139.309,right_hand-mode,beat,videos_to_label/150.mp4,annotations/150.eaf
151,1140.883,1141.926,right_hand-mode,indexing,videos_to_label/151.mp4,annotations/151.eaf
152,1142.096,1143.511,right_hand-mode,acting,videos_to_label/152.mp4,annotations/152.eaf
153,1143.649,1144.043,right_hand-mode,drawing,videos_to_label/153.mp4,annotations/153.eaf
154,1144.702,1147.553,right_hand-mode,acting,videos_to_label/154.mp4,annotations/154.eaf
155,1147.755,1148.511,right_hand-mode,indexing,videos_to_label/155.mp4,annotations/155.eaf
156,1148.511,1149.170,right_hand-mode,indexing,videos_to_label/156.mp4,annotations/156.eaf
157,1157.192,1158.330,right_hand-mode,beat,videos_to_label/157.mp4,annotations/157.eaf
158,1224.649,1225.649,right_hand-mode,acting,videos_to_label/158.mp4,annotations/158.eaf
159,1226.277,1227.021,right_hand-mode,beat,videos_to_label/159.mp4,annotations/159.eaf
160,1237.755,1239.170,right_hand-mode,indexing,videos_to_label/160.mp4,annotations/160.eaf
161,1239.213,1241.128,right_hand-mode,other,videos_to_label/161.mp4,annotations/161.eaf
162,1241.149,1241.553,right_hand-mode,indexing,videos_to_label/162.mp4,annotations/162.eaf
163,1241.585,1241.851,right_hand-mode,indexing,videos_to_label/163.mp4,annotations/163.eaf
164,1241.883,1243.479,right_hand-mode,indexing,videos_to_label/164.mp4,annotations/164.eaf
165,1248.255,1248.989,right_hand-mode,other,videos_to_label/165.mp4,annotations/165.eaf
166,1259.670,1260.979,right_hand-mode,indexing,videos_to_label/166.mp4,annotations/166.eaf
167,1262.468,1263.213,right_hand-mode,acting,videos_to_label/167.mp4,annotations/167.eaf
168,1263.213,1265.660,right_hand-mode,indexing,videos_to_label/168.mp4,annotations/168.eaf
169,1265.692,1266.543,right_hand-mode,indexing,videos_to_label/169.mp4,annotations/169.eaf
170,1266.575,1267.447,right_hand-mode,acting,videos_to_label/170.mp4,annotations/170.eaf
171,1276.532,1277.479,right_hand-mode,other,videos_to_label/171.mp4,annotations/171.eaf
172,1277.521,1278.383,right_hand-mode,acting,videos_to_label/172.mp4,annotations/172.eaf
173,1278.394,1279.458,right_hand-mode,drawing,videos_to_label/173.mp4,annotations/173.eaf
174,1280.734,1281.255,right_hand-mode,indexing,videos_to_label/174.mp4,annotations/174.eaf
175,1282.723,1283.447,right_hand-mode,indexing,videos_to_label/175.mp4,annotations/175.eaf
176,1294.053,1294.766,right_hand-mode,indexing,videos_to_label/176.mp4,annotations/176.eaf
177,1294.830,1295.809,right_hand-mode,acting,videos_to_label/177.mp4,annotations/177.eaf
178,1300.202,1301.745,right_hand-mode,acting,videos_to_label/178.mp4,annotations/178.eaf
179,1301.862,1302.809,right_hand-mode,acting,videos_to_label/179.mp4,annotations/179.eaf
180,1303.234,1305.341,right_hand-mode,indexing,videos_to_label/180.mp4,annotations/180.eaf
181,1305.660,1306.521,right_hand-mode,other,videos_to_label/181.mp4,annotations/181.eaf
182,1336.447,1339.138,right_hand-mode,drawing,videos_to_label/182.mp4,annotations/182.eaf
183,1339.213,1341.575,right_hand-mode,drawing,videos_to_label/183.mp4,annotations/183.eaf
184,1341.660,1341.979,right_hand-mode,indexing,videos_to_label/184.mp4,annotations/184.eaf
185,1342.064,1343.596,right_hand-mode,drawing,videos_to_label/185.mp4,annotations/185.eaf
186,1343.713,1344.841,right_hand-mode,drawing,videos_to_label/186.mp4,annotations/186.eaf
187,1344.883,1347.521,right_hand-mode,drawing,videos_to_label/187.mp4,annotations/187.eaf
188,1347.596,1348.277,right_hand-mode,drawing,videos_to_label/188.mp4,annotations/188.eaf
189,1348.351,1350.383,right_hand-mode,drawing,videos_to_label/189.mp4,annotations/189.eaf
190,1350.777,1351.692,right_hand-mode,drawing,videos_to_label/190.mp4,annotations/190.eaf
191,1351.894,1353.447,right_hand-mode,drawing,videos_to_label/191.mp4,annotations/191.eaf
192,1354.628,1356.702,right_hand-mode,drawing,videos_to_label/192.mp4,annotations/192.eaf
193,1357.032,1357.926,right_hand-mode,acting,videos_to_label/193.mp4,annotations/193.eaf
194,1357.968,1359.319,right_hand-mode,beat,videos_to_label/194.mp4,annotations/194.eaf
195,1360.777,1361.383,right_hand-mode,indexing,videos_to_label/195.mp4,annotations/195.eaf
196,1394.692,1395.404,right_hand-mode,emblematic,videos_to_label/196.mp4,annotations/196.eaf
197,1395.447,1398.638,right_hand-mode,indexing,videos_to_label/197.mp4,annotations/197.eaf
198,1406.011,1407.383,right_hand-mode,drawing,videos_to_label/198.mp4,annotations/198.eaf
199,1407.447,1408.543,right_hand-mode,drawing,videos_to_label/199.mp4,annotations/199.eaf
200,1408.862,1409.936,right_hand-mode,other,videos_to_label/200.mp4,annotations/200.eaf
201,1411.543,1412.989,right_hand-mode,drawing,videos_to_label/201.mp4,annotations/201.eaf
202,1413.043,1414.404,right_hand-mode,molding,videos_to_label/202.mp4,annotations/202.eaf
203,1419.787,1420.553,right_hand-mode,acting,videos_to_label/203.mp4,annotations/203.eaf
204,1422.298,1423.330,right_hand-mode,indexing,videos_to_label/204.mp4,annotations/204.eaf
205,1427.989,1428.596,right_hand-mode,indexing,videos_to_label/205.mp4,annotations/205.eaf
206,1428.819,1429.309,right_hand-mode,indexing,videos_to_label/206.mp4,annotations/206.eaf
207,1444.670,1445.351,right_hand-mode,emblematic,videos_to_label/207.mp4,annotations/207.eaf
208,1445.670,1455.426,right_hand-mode,indexing,videos_to_label/208.mp4,annotations/208.eaf
209,1455.500,1456.277,right_hand-mode,other,videos_to_label/209.mp4,annotations/209.eaf
210,1456.341,1459.989,right_hand-mode,acting,videos_to_label/210.mp4,annotations/210.eaf
211,1460.234,1461.032,right_hand-mode,drawing,videos_to_label/211.mp4,annotations/211.eaf
212,1463.138,1463.851,right_hand-mode,indexing,videos_to_label/212.mp4,annotations/212.eaf
213,1464.309,1465.160,right_hand-mode,indexing,videos_to_label/213.mp4,annotations/213.eaf
214,1470.351,1471.415,right_hand-mode,emblematic,videos_to_label/214.mp4,annotations/214.eaf
215,618.394,618.617,both_hands-mode,indexing,videos_to_label/215.mp4,annotations/215.eaf
216,675.840,678.468,both_hands-mode,molding,videos_to_label/216.mp4,annotations/216.eaf
217,733.819,739.372,both_hands-mode,molding,videos_to_label/217.mp4,annotations/217.eaf
218,773.415,774.989,both_hands-mode,other,videos_to_label/218.mp4,annotations/218.eaf
219,781.032,782.702,both_hands-mode,acting,videos_to_label/219.mp4,annotations/219.eaf
220,846.436,847.809,both_hands-mode,molding,videos_to_label/220.mp4,annotations/220.eaf
221,901.511,902.447,both_hands-mode,molding,videos_to_label/221.mp4,annotations/221.eaf
222,903.947,904.830,both_hands-mode,drawing,videos_to_label/222.mp4,annotations/222.eaf
223,911.606,913.021,both_hands-mode,acting,videos_to_label/223.mp4,annotations/223.eaf
224,913.064,914.223,both_hands-mode,molding,videos_to_label/224.mp4,annotations/224.eaf
225,914.670,915.638,both_hands-mode,acting,videos_to_label/225.mp4,annotations/225.eaf
226,915.670,916.777,both_hands-mode,acting,videos_to_label/226.mp4,annotations/226.eaf
227,916.957,918.543,both_hands-mode,acting,videos_to_label/227.mp4,annotations/227.eaf
228,920.202,921.340,both_hands-mode,acting,videos_to_label/228.mp4,annotations/228.eaf
229,922.085,923.192,both_hands-mode,indexing,videos_to_label/229.mp4,annotations/229.eaf
230,924.670,926.670,both_hands-mode,acting,videos_to_label/230.mp4,annotations/230.eaf
231,1017.351,1020.287,both_hands-mode,indexing,videos_to_label/231.mp4,annotations/231.eaf
232,1035.053,1036.426,both_hands-mode,acting,videos_to_label/232.mp4,annotations/232.eaf
233,1047.383,1055.053,both_hands-mode,beat,videos_to_label/233.mp4,annotations/233.eaf
234,1055.681,1056.809,both_hands-mode,acting,videos_to_label/234.mp4,annotations/234.eaf
235,1056.883,1057.766,both_hands-mode,beat,videos_to_label/235.mp4,annotations/235.eaf
236,1059.341,1060.309,both_hands-mode,other,videos_to_label/236.mp4,annotations/236.eaf
237,1060.330,1060.989,both_hands-mode,other,videos_to_label/237.mp4,annotations/237.eaf
238,1076.468,1077.872,both_hands-mode,molding,videos_to_label/238.mp4,annotations/238.eaf
239,1078.245,1079.532,both_hands-mode,molding,videos_to_label/239.mp4,annotations/239.eaf
240,1096.277,1097.234,both_hands-mode,acting,videos_to_label/240.mp4,annotations/240.eaf
241,1119.319,1120.181,both_hands-mode,acting,videos_to_label/241.mp4,annotations/241.eaf
242,1124.181,1126.011,both_hands-mode,beat,videos_to_label/242.mp4,annotations/242.eaf
243,1234.085,1235.000,both_hands-mode,acting,videos_to_label/243.mp4,annotations/243.eaf
244,1296.862,1298.819,both_hands-mode,indexing,videos_to_label/244.mp4,annotations/244.eaf
245,1298.958,1299.787,both_hands-mode,molding,videos_to_label/245.mp4,annotations/245.eaf
246,1359.415,1360.702,both_hands-mode,acting,videos_to_label/246.mp4,annotations/246.eaf
247,1400.319,1404.149,both_hands-mode,acting,videos_to_label/247.mp4,annotations/247.eaf
248,1404.521,1405.426,both_hands-mode,molding,videos_to_label/248.mp4,annotations/248.eaf
249,1405.468,1405.926,both_hands-mode,other,videos_to_label/249.mp4,annotations/249.eaf
250,1410.043,1411.383,both_hands-mode,other,videos_to_label/250.mp4,annotations/250.eaf
251,1415.681,1416.532,both_hands-mode,acting,videos_to_label/251.mp4,annotations/251.eaf
252,1417.575,1419.713,both_hands-mode,acting,videos_to_label/252.mp4,annotations/252.eaf
253,1421.064,1422.192,both_hands-mode,molding,videos_to_label/253.mp4,annotations/253.eaf
254,1423.394,1425.553,both_hands-mode,molding,videos_to_label/254.mp4,annotations/254.eaf
255,1425.734,1427.415,both_hands-mode,acting,videos_to_label/255.mp4,annotations/255.eaf
