index,start_sec,end_sec,tier,label,video_path,eaf_path
123,823.680,824.740,left_hand-mode,NoGesture,videos_to_label/123.mp4,annotations/123.eaf
124,824.810,825.280,left_hand-mode,NoGesture,videos_to_label/124.mp4,annotations/124.eaf
125,825.350,825.760,left_hand-mode,NoGesture,videos_to_label/125.mp4,annotations/125.eaf
126,825.920,826.920,left_hand-mode,NoGesture,videos_to_label/126.mp4,annotations/126.eaf
127,827.080,827.840,left_hand-mode,NoGesture,videos_to_label/127.mp4,annotations/127.eaf
128,827.930,828.300,left_hand-mode,NoGesture,videos_to_label/128.mp4,annotations/128.eaf
129,828.460,828.660,left_hand-mode,NoGesture,videos_to_label/129.mp4,annotations/129.eaf
130,828.760,829.510,left_hand-mode,NoGesture,videos_to_label/130.mp4,annotations/130.eaf
131,829.670,829.910,left_hand-mode,NoGesture,videos_to_label/131.mp4,annotations/131.eaf
132,829.960,830.560,left_hand-mode,NoGesture,videos_to_label/132.mp4,annotations/132.eaf
133,830.630,831.940,left_hand-mode,NoGesture,videos_to_label/133.mp4,annotations/133.eaf
134,832.000,832.510,left_hand-mode,NoGesture,videos_to_label/134.mp4,annotations/134.eaf
135,832.560,833.490,left_hand-mode,NoGesture,videos_to_label/135.mp4,annotations/135.eaf
136,833.570,834.270,left_hand-mode,NoGesture,videos_to_label/136.mp4,annotations/136.eaf
137,834.330,834.780,left_hand-mode,NoGesture,videos_to_label/137.mp4,annotations/137.eaf
138,834.830,835.050,left_hand-mode,NoGesture,videos_to_label/138.mp4,annotations/138.eaf
139,835.190,835.980,left_hand-mode,NoGesture,videos_to_label/139.mp4,annotations/139.eaf
140,836.040,836.200,left_hand-mode,NoGesture,videos_to_label/140.mp4,annotations/140.eaf
141,836.240,836.630,left_hand-mode,NoGesture,videos_to_label/141.mp4,annotations/141.eaf
142,836.700,837.580,left_hand-mode,NoGesture,videos_to_label/142.mp4,annotations/142.eaf
143,837.600,838.240,left_hand-mode,NoGesture,videos_to_label/143.mp4,annotations/143.eaf
144,838.280,839.140,left_hand-mode,NoGesture,videos_to_label/144.mp4,annotations/144.eaf
145,839.190,839.640,left_hand-mode,NoGesture,videos_to_label/145.mp4,annotations/145.eaf
146,839.670,840.600,left_hand-mode,NoGesture,videos_to_label/146.mp4,annotations/146.eaf
147,840.650,841.030,left_hand-mode,NoGesture,videos_to_label/147.mp4,annotations/147.eaf
148,841.230,842.080,left_hand-mode,NoGesture,videos_to_label/148.mp4,annotations/148.eaf
149,842.130,842.850,left_hand-mode,NoGesture,videos_to_label/149.mp4,annotations/149.eaf
150,842.890,843.400,left_hand-mode,NoGesture,videos_to_label/150.mp4,annotations/150.eaf
151,843.490,843.970,left_hand-mode,NoGesture,videos_to_label/151.mp4,annotations/151.eaf
152,844.050,844.740,left_hand-mode,NoGesture,videos_to_label/152.mp4,annotations/152.eaf
153,844.790,845.480,left_hand-mode,NoGesture,videos_to_label/153.mp4,annotations/153.eaf
154,845.540,846.000,left_hand-mode,NoGesture,videos_to_label/154.mp4,annotations/154.eaf
155,846.090,846.320,left_hand-mode,NoGesture,videos_to_label/155.mp4,annotations/155.eaf
156,853.970,854.260,left_hand-mode,NoGesture,videos_to_label/156.mp4,annotations/156.eaf
157,854.320,854.810,left_hand-mode,NoGesture,videos_to_label/157.mp4,annotations/157.eaf
158,854.910,855.740,left_hand-mode,NoGesture,videos_to_label/158.mp4,annotations/158.eaf
159,855.840,856.290,left_hand-mode,NoGesture,videos_to_label/159.mp4,annotations/159.eaf
160,856.380,857.200,left_hand-mode,NoGesture,videos_to_label/160.mp4,annotations/160.eaf
161,857.250,857.930,left_hand-mode,NoGesture,videos_to_label/161.mp4,annotations/161.eaf
162,857.990,858.950,left_hand-mode,NoGesture,videos_to_label/162.mp4,annotations/162.eaf
163,860.410,860.870,left_hand-mode,NoGesture,videos_to_label/163.mp4,annotations/163.eaf
164,860.930,861.440,left_hand-mode,NoGesture,videos_to_label/164.mp4,annotations/164.eaf
165,861.770,862.010,left_hand-mode,NoGesture,videos_to_label/165.mp4,annotations/165.eaf
166,862.260,862.770,left_hand-mode,NoGesture,videos_to_label/166.mp4,annotations/166.eaf
167,862.850,863.150,left_hand-mode,NoGesture,videos_to_label/167.mp4,annotations/167.eaf
168,863.940,864.260,left_hand-mode,NoGesture,videos_to_label/168.mp4,annotations/168.eaf
169,903.040,903.850,left_hand-mode,NoGesture,videos_to_label/169.mp4,annotations/169.eaf
170,904.890,905.100,left_hand-mode,NoGesture,videos_to_label/170.mp4,annotations/170.eaf
171,905.480,906.120,left_hand-mode,NoGesture,videos_to_label/171.mp4,annotations/171.eaf
172,906.210,906.840,left_hand-mode,NoGesture,videos_to_label/172.mp4,annotations/172.eaf
173,959.350,960.060,left_hand-mode,NoGesture,videos_to_label/173.mp4,annotations/173.eaf
174,962.690,963.080,left_hand-mode,NoGesture,videos_to_label/174.mp4,annotations/174.eaf
175,963.990,964.440,left_hand-mode,NoGesture,videos_to_label/175.mp4,annotations/175.eaf
176,974.106,975.000,left_hand-mode,representing,videos_to_label/176.mp4,annotations/176.eaf
177,1044.540,1045.230,left_hand-mode,NoGesture,videos_to_label/177.mp4,annotations/177.eaf
178,1045.330,1045.930,left_hand-mode,NoGesture,videos_to_label/178.mp4,annotations/178.eaf
179,1046.030,1047.140,left_hand-mode,NoGesture,videos_to_label/179.mp4,annotations/179.eaf
180,1062.841,1064.170,left_hand-mode,beat,videos_to_label/180.mp4,annotations/180.eaf
181,1065.319,1066.979,left_hand-mode,acting,videos_to_label/181.mp4,annotations/181.eaf
182,1068.309,1070.234,left_hand-mode,acting,videos_to_label/182.mp4,annotations/182.eaf
183,1070.777,1072.713,left_hand-mode,acting,videos_to_label/183.mp4,annotations/183.eaf
184,1072.894,1074.989,left_hand-mode,beat,videos_to_label/184.mp4,annotations/184.eaf
185,1075.085,1075.543,left_hand-mode,indexing,videos_to_label/185.mp4,annotations/185.eaf
186,1075.798,1076.383,left_hand-mode,indexing,videos_to_label/186.mp4,annotations/186.eaf
187,1080.468,1083.341,left_hand-mode,acting,videos_to_label/187.mp4,annotations/187.eaf
188,1083.570,1083.980,left_hand-mode,NoGesture,videos_to_label/188.mp4,annotations/188.eaf
189,1084.130,1084.610,left_hand-mode,NoGesture,videos_to_label/189.mp4,annotations/189.eaf
190,1084.660,1085.200,left_hand-mode,NoGesture,videos_to_label/190.mp4,annotations/190.eaf
191,1085.330,1086.100,left_hand-mode,NoGesture,videos_to_label/191.mp4,annotations/191.eaf
192,1086.160,1086.640,left_hand-mode,NoGesture,videos_to_label/192.mp4,annotations/192.eaf
193,1086.720,1087.360,left_hand-mode,NoGesture,videos_to_label/193.mp4,annotations/193.eaf
194,1087.450,1087.790,left_hand-mode,NoGesture,videos_to_label/194.mp4,annotations/194.eaf
195,1087.890,1088.490,left_hand-mode,NoGesture,videos_to_label/195.mp4,annotations/195.eaf
196,1088.550,1089.020,left_hand-mode,NoGesture,videos_to_label/196.mp4,annotations/196.eaf
197,1089.090,1089.640,left_hand-mode,NoGesture,videos_to_label/197.mp4,annotations/197.eaf
198,1089.730,1090.100,left_hand-mode,NoGesture,videos_to_label/198.mp4,annotations/198.eaf
199,1090.220,1091.230,left_hand-mode,NoGesture,videos_to_label/199.mp4,annotations/199.eaf
200,1110.851,1111.777,left_hand-mode,indexing,videos_to_label/200.mp4,annotations/200.eaf
201,1111.862,1112.628,left_hand-mode,indexing,videos_to_label/201.mp4,annotations/201.eaf
202,1113.880,1114.480,left_hand-mode,NoGesture,videos_to_label/202.mp4,annotations/202.eaf
203,1114.620,1115.480,left_hand-mode,NoGesture,videos_to_label/203.mp4,annotations/203.eaf
204,1115.630,1115.980,left_hand-mode,NoGesture,videos_to_label/204.mp4,annotations/204.eaf
205,1116.100,1116.470,left_hand-mode,NoGesture,videos_to_label/205.mp4,annotations/205.eaf
206,1116.630,1117.710,left_hand-mode,NoGesture,videos_to_label/206.mp4,annotations/206.eaf
207,1117.750,1118.410,left_hand-mode,NoGesture,videos_to_label/207.mp4,annotations/207.eaf
208,1118.520,1118.840,left_hand-mode,NoGesture,videos_to_label/208.mp4,annotations/208.eaf
209,1126.530,1126.860,left_hand-mode,NoGesture,videos_to_label/209.mp4,annotations/209.eaf
210,1126.920,1127.580,left_hand-mode,NoGesture,videos_to_label/210.mp4,annotations/210.eaf
211,1127.630,1127.840,left_hand-mode,NoGesture,videos_to_label/211.mp4,annotations/211.eaf
212,1127.900,1128.700,left_hand-mode,NoGesture,videos_to_label/212.mp4,annotations/212.eaf
213,1151.000,1151.650,left_hand-mode,NoGesture,videos_to_label/213.mp4,annotations/213.eaf
214,1151.730,1152.120,left_hand-mode,NoGesture,videos_to_label/214.mp4,annotations/214.eaf
215,1152.180,1153.120,left_hand-mode,NoGesture,videos_to_label/215.mp4,annotations/215.eaf
216,1153.160,1153.730,left_hand-mode,NoGesture,videos_to_label/216.mp4,annotations/216.eaf
217,1153.800,1154.260,left_hand-mode,NoGesture,videos_to_label/217.mp4,annotations/217.eaf
218,1154.310,1154.640,left_hand-mode,NoGesture,videos_to_label/218.mp4,annotations/218.eaf
219,1154.700,1155.580,left_hand-mode,NoGesture,videos_to_label/219.mp4,annotations/219.eaf
220,1155.630,1155.960,left_hand-mode,NoGesture,videos_to_label/220.mp4,annotations/220.eaf
221,1156.010,1157.130,left_hand-mode,NoGesture,videos_to_label/221.mp4,annotations/221.eaf
222,1158.360,1158.580,left_hand-mode,NoGesture,videos_to_label/222.mp4,annotations/222.eaf
223,1161.010,1161.440,left_hand-mode,NoGesture,videos_to_label/223.mp4,annotations/223.eaf
224,1161.510,1162.180,left_hand-mode,NoGesture,videos_to_label/224.mp4,annotations/224.eaf
225,1162.250,1162.860,left_hand-mode,NoGesture,videos_to_label/225.mp4,annotations/225.eaf
226,1162.900,1163.500,left_hand-mode,NoGesture,videos_to_label/226.mp4,annotations/226.eaf
227,1163.620,1164.240,left_hand-mode,NoGesture,videos_to_label/227.mp4,annotations/227.eaf
228,1164.290,1164.770,left_hand-mode,NoGesture,videos_to_label/228.mp4,annotations/228.eaf
229,1164.830,1165.430,left_hand-mode,NoGesture,videos_to_label/229.mp4,annotations/229.eaf
230,1165.510,1166.140,left_hand-mode,NoGesture,videos_to_label/230.mp4,annotations/230.eaf
231,1166.170,1166.830,left_hand-mode,NoGesture,videos_to_label/231.mp4,annotations/231.eaf
232,1166.890,1167.470,left_hand-mode,NoGesture,videos_to_label/232.mp4,annotations/232.eaf
233,1167.520,1168.020,left_hand-mode,NoGesture,videos_to_label/233.mp4,annotations/233.eaf
234,1168.100,1168.670,left_hand-mode,NoGesture,videos_to_label/234.mp4,annotations/234.eaf
235,1168.730,1169.800,left_hand-mode,NoGesture,videos_to_label/235.mp4,annotations/235.eaf
236,1169.850,1170.200,left_hand-mode,NoGesture,videos_to_label/236.mp4,annotations/236.eaf
237,1170.410,1170.840,left_hand-mode,NoGesture,videos_to_label/237.mp4,annotations/237.eaf
238,1170.890,1171.670,left_hand-mode,NoGesture,videos_to_label/238.mp4,annotations/238.eaf
239,1171.740,1171.980,left_hand-mode,NoGesture,videos_to_label/239.mp4,annotations/239.eaf
240,1172.020,1172.620,left_hand-mode,NoGesture,videos_to_label/240.mp4,annotations/240.eaf
241,1172.660,1173.020,left_hand-mode,NoGesture,videos_to_label/241.mp4,annotations/241.eaf
242,1173.090,1173.670,left_hand-mode,NoGesture,videos_to_label/242.mp4,annotations/242.eaf
243,1173.770,1174.110,left_hand-mode,NoGesture,videos_to_label/243.mp4,annotations/243.eaf
244,1174.160,1174.780,left_hand-mode,NoGesture,videos_to_label/244.mp4,annotations/244.eaf
245,1174.830,1175.010,left_hand-mode,NoGesture,videos_to_label/245.mp4,annotations/245.eaf
246,1175.060,1175.710,left_hand-mode,NoGesture,videos_to_label/246.mp4,annotations/246.eaf
247,1175.780,1176.130,left_hand-mode,NoGesture,videos_to_label/247.mp4,annotations/247.eaf
248,1176.190,1176.750,left_hand-mode,NoGesture,videos_to_label/248.mp4,annotations/248.eaf
249,1176.820,1177.130,left_hand-mode,NoGesture,videos_to_label/249.mp4,annotations/249.eaf
250,1177.190,1177.640,left_hand-mode,NoGesture,videos_to_label/250.mp4,annotations/250.eaf
251,1177.710,1178.010,left_hand-mode,NoGesture,videos_to_label/251.mp4,annotations/251.eaf
252,1178.080,1178.670,left_hand-mode,NoGesture,videos_to_label/252.mp4,annotations/252.eaf
253,1178.720,1179.050,left_hand-mode,NoGesture,videos_to_label/253.mp4,annotations/253.eaf
254,1179.130,1179.760,left_hand-mode,NoGesture,videos_to_label/254.mp4,annotations/254.eaf
255,1179.820,1180.390,left_hand-mode,NoGesture,videos_to_label/255.mp4,annotations/255.eaf
256,1180.550,1181.210,left_hand-mode,NoGesture,videos_to_label/256.mp4,annotations/256.eaf
257,1181.300,1182.120,left_hand-mode,NoGesture,videos_to_label/257.mp4,annotations/257.eaf
258,1182.210,1183.120,left_hand-mode,NoGesture,videos_to_label/258.mp4,annotations/258.eaf
259,1183.220,1184.340,left_hand-mode,NoGesture,videos_to_label/259.mp4,annotations/259.eaf
260,1184.479,1185.947,left_hand-mode,emblematic,videos_to_label/260.mp4,annotations/260.eaf
261,1186.192,1188.692,left_hand-mode,other,videos_to_label/261.mp4,annotations/261.eaf
262,1189.360,1190.200,left_hand-mode,NoGesture,videos_to_label/262.mp4,annotations/262.eaf
263,1190.260,1191.140,left_hand-mode,NoGesture,videos_to_label/263.mp4,annotations/263.eaf
264,1191.320,1192.270,left_hand-mode,NoGesture,videos_to_label/264.mp4,annotations/264.eaf
265,1192.310,1193.370,left_hand-mode,NoGesture,videos_to_label/265.mp4,annotations/265.eaf
266,1193.460,1195.020,left_hand-mode,NoGesture,videos_to_label/266.mp4,annotations/266.eaf
267,1195.080,1196.090,left_hand-mode,NoGesture,videos_to_label/267.mp4,annotations/267.eaf
268,1196.150,1197.160,left_hand-mode,NoGesture,videos_to_label/268.mp4,annotations/268.eaf
269,1197.190,1198.500,left_hand-mode,NoGesture,videos_to_label/269.mp4,annotations/269.eaf
270,1198.650,1199.440,left_hand-mode,NoGesture,videos_to_label/270.mp4,annotations/270.eaf
271,1199.520,1201.060,left_hand-mode,NoGesture,videos_to_label/271.mp4,annotations/271.eaf
272,1201.110,1202.000,left_hand-mode,NoGesture,videos_to_label/272.mp4,annotations/272.eaf
273,1202.070,1203.200,left_hand-mode,NoGesture,videos_to_label/273.mp4,annotations/273.eaf
274,1203.310,1204.990,left_hand-mode,NoGesture,videos_to_label/274.mp4,annotations/274.eaf
275,1205.050,1206.050,left_hand-mode,NoGesture,videos_to_label/275.mp4,annotations/275.eaf
276,1206.080,1207.000,left_hand-mode,NoGesture,videos_to_label/276.mp4,annotations/276.eaf
277,1207.070,1208.470,left_hand-mode,NoGesture,videos_to_label/277.mp4,annotations/277.eaf
278,1208.530,1209.700,left_hand-mode,NoGesture,videos_to_label/278.mp4,annotations/278.eaf
279,1209.750,1210.720,left_hand-mode,NoGesture,videos_to_label/279.mp4,annotations/279.eaf
280,1210.780,1211.870,left_hand-mode,NoGesture,videos_to_label/280.mp4,annotations/280.eaf
281,1211.920,1213.020,left_hand-mode,NoGesture,videos_to_label/281.mp4,annotations/281.eaf
282,1213.110,1214.340,left_hand-mode,NoGesture,videos_to_label/282.mp4,annotations/282.eaf
283,1214.400,1215.000,left_hand-mode,NoGesture,videos_to_label/283.mp4,annotations/283.eaf
284,1215.080,1216.290,left_hand-mode,NoGesture,videos_to_label/284.mp4,annotations/284.eaf
285,1216.380,1217.260,left_hand-mode,NoGesture,videos_to_label/285.mp4,annotations/285.eaf
286,1217.330,1218.260,left_hand-mode,NoGesture,videos_to_label/286.mp4,annotations/286.eaf
287,1218.330,1219.270,left_hand-mode,NoGesture,videos_to_label/287.mp4,annotations/287.eaf
288,1219.320,1220.010,left_hand-mode,NoGesture,videos_to_label/288.mp4,annotations/288.eaf
289,1220.060,1221.240,left_hand-mode,NoGesture,videos_to_label/289.mp4,annotations/289.eaf
290,1221.300,1222.120,left_hand-mode,NoGesture,videos_to_label/290.mp4,annotations/290.eaf
291,1222.230,1223.130,left_hand-mode,NoGesture,videos_to_label/291.mp4,annotations/291.eaf
292,1223.190,1224.230,left_hand-mode,NoGesture,videos_to_label/292.mp4,annotations/292.eaf
