index,start_sec,end_sec,tier,label,video_path,eaf_path
35,708.543,710.234,right_hand-mode,acting,videos_to_label/035.mp4,annotations/035.eaf
36,710.383,713.309,right_hand-mode,acting,videos_to_label/036.mp4,annotations/036.eaf
37,714.638,715.734,right_hand-mode,indexing,videos_to_label/037.mp4,annotations/037.eaf
38,717.755,719.096,right_hand-mode,indexing,videos_to_label/038.mp4,annotations/038.eaf
39,726.649,727.872,right_hand-mode,beat,videos_to_label/039.mp4,annotations/039.eaf
40,734.894,736.021,right_hand-mode,other,videos_to_label/040.mp4,annotations/040.eaf
41,738.447,741.521,right_hand-mode,indexing,videos_to_label/041.mp4,annotations/041.eaf
42,745.202,748.149,right_hand-mode,other,videos_to_label/042.mp4,annotations/042.eaf
43,798.255,799.213,right_hand-mode,indexing,videos_to_label/043.mp4,annotations/043.eaf
44,818.617,819.830,right_hand-mode,acting,videos_to_label/044.mp4,annotations/044.eaf
45,820.128,821.032,right_hand-mode,indexing,videos_to_label/045.mp4,annotations/045.eaf
46,821.777,824.468,right_hand-mode,indexing,videos_to_label/046.mp4,annotations/046.eaf
47,829.926,831.160,right_hand-mode,indexing,videos_to_label/047.mp4,annotations/047.eaf
48,831.170,832.702,right_hand-mode,beat,videos_to_label/048.mp4,annotations/048.eaf
49,833.926,834.734,right_hand-mode,beat,videos_to_label/049.mp4,annotations/049.eaf
50,838.351,839.479,right_hand-mode,indexing,videos_to_label/050.mp4,annotations/050.eaf
51,841.702,842.617,right_hand-mode,indexing,videos_to_label/051.mp4,annotations/051.eaf
52,845.894,846.894,right_hand-mode,emblematic,videos_to_label/052.mp4,annotations/052.eaf
53,848.564,849.372,right_hand-mode,emblematic,videos_to_label/053.mp4,annotations/053.eaf
54,587.628,589.160,both_hands-mode,other,videos_to_label/054.mp4,annotations/054.eaf
55,594.202,594.840,both_hands-mode,other,videos_to_label/055.mp4,annotations/055.eaf
56,594.947,595.426,both_hands-mode,drawing,videos_to_label/056.mp4,annotations/056.eaf
57,595.702,596.511,both_hands-mode,other,videos_to_label/057.mp4,annotations/057.eaf
58,626.617,628.489,both_hands-mode,molding,videos_to_label/058.mp4,annotations/058.eaf
59,635.521,636.298,both_hands-mode,beat,videos_to_label/059.mp4,annotations/059.eaf
60,652.372,653.053,both_hands-mode,other,videos_to_label/060.mp4,annotations/060.eaf
61,679.489,682.117,both_hands-mode,other,videos_to_label/061.mp4,annotations/061.eaf
62,694.872,697.298,both_hands-mode,other,videos_to_label/062.mp4,annotations/062.eaf
63,699.457,701.447,both_hands-mode,molding,videos_to_label/063.mp4,annotations/063.eaf
64,701.511,702.830,both_hands-mode,acting,videos_to_label/064.mp4,annotations/064.eaf
65,703.213,704.989,both_hands-mode,molding,videos_to_label/065.mp4,annotations/065.eaf
66,750.362,751.489,both_hands-mode,acting,videos_to_label/066.mp4,annotations/066.eaf
67,751.596,752.330,both_hands-mode,acting,videos_to_label/067.mp4,annotations/067.eaf
68,752.936,756.468,both_hands-mode,acting,videos_to_label/068.mp4,annotations/068.eaf
69,758.628,759.957,both_hands-mode,molding,videos_to_label/069.mp4,annotations/069.eaf
70,760.851,761.383,both_hands-mode,indexing,videos_to_label/070.mp4,annotations/070.eaf
71,779.351,780.447,both_hands-mode,acting,videos_to_label/071.mp4,annotations/071.eaf
72,780.521,782.575,both_hands-mode,other,videos_to_label/072.mp4,annotations/072.eaf
